stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,latestReading,parameter,qualifier,unitName
531107,51.290615,-2.483966,366348.0,154721.0,0.887,0.0,0.7000000000000001,0.0,0.205,level,Stage,m
682223,53.281649,-2.637784,357573.0,376266.0,7.324,4.364,6.04,4.665,4.973,level,Stage,m
4197,53.2536,-1.904027,406500.0,372960.0,1.795,0.092,1.16,0.16,0.448,level,Stage,mASD
694748,53.507328,-2.962574,336257.0,401615.0,2.564,0.193,1.764,0.202,0.655,level,Stage,m
45220,50.795583,-2.98435,330720.0,100020.0,3.585,0.0,1.6,0.374,0.969,level,Stage,m
43233,50.797163,-2.083018,394245.0,99737.0,1.432,0.0,0.961,0.0,1.225,level,Stage,m
E24830,52.217851,1.492103,638636.0,263486.0,2.94,0.891,1.76,0.0,1.303,level,Stage,mASD
712175,53.852195,-2.140021,390886.0,439562.0,1.6800000000000002,0.029,1.386,0.038,0.365,level,Stage,m
E22518,52.049066,0.461993,568921.0,241825.0,1.988,0.005,1.11,0.015,0.261,level,Stage,m
2873TH,51.677124,-0.6502819999999999,493421.0,198458.0,0.459,-0.149,0.5,0.044,0.165,level,Stage,mASD
E22778,51.955175,0.426847,566860.0,231303.0,2.034,0.008,1.27,0.05,0.34,level,Stage,m
E22843,51.884939,0.365166,562876.0,223353.0,2.099,0.067,1.29,0.077,0.574,level,Stage,m
1930TH,51.795602,-0.944321,472900.0,211300.0,2.59,0.511,2.09,0.978,1.797,level,Stage,mASD
E13291,50.955026,-1.534134,432818.0,117392.0,3.26,0.02,2.07,0.04,1.413,level,Stage,mASD
2107,52.344778,-3.043943,328980.0,272370.0,2.852,0.515,0.981,0.532,0.972,level,Stage,mASD
713122,53.744555,-2.6615,356470.0,427780.0,3.307,0.23,2.43,0.273,0.719,level,Stage,m
E22147,52.55994,0.510116,570250.0,298750.0,2.38,1.412,2.036,1.621,1.842,level,Stage,m
52127,51.054966,-2.936065,334489.0,128820.0,5.183,0.0,3.2,0.62,3.19,level,Stage,mASD
2669,52.67455,-2.379329,374448.0,308607.0,1.194,0.096,0.24,0.116,0.209,level,Stage,mASD
L1388B,53.720511,-1.705167,419553.0,424942.0,1.973,0.037,0.95,0.054,0.198,level,Stage,m
1990TH,51.675126,-1.132094,460110.0,197730.0,2.626,0.31,2.0,0.5670000000000001,2.231,level,Stage,mASD
0390TH,51.64017,-1.826539,412100.0,193500.0,2.587,0.5,1.901,0.625,2.256,level,Stage,mASD
2473TH,51.403467,-0.933245,474300.0,167700.0,1.392,0.102,1.192,0.278,0.923,level,Stage,mASD
4380TH,51.39528,0.078815,544720.0,168300.0,2.609,-0.023,1.2,0.141,0.581,level,Stage,mASD
43117,51.160588,-2.043272,397070.0,140150.0,1.346,0.0,0.435,0.032,0.579,level,Stage,m
E22351,52.040422,-0.335802,514241.0,239310.0,1.593,0.095,0.721,0.162,0.43,level,Stage,m
2132,52.359087,-2.876144,340430.0,273810.0,2.505,0.256,1.2,0.315,1.007,level,Stage,mASD
E1203,53.009861,-0.11602,526500.0,347500.0,3.357,0.0,1.439,0.517,1.191,level,Stage,mASD
E47061,52.849491,-0.275979,516197.0,329392.0,3.7,0.0,2.5700000000000003,0.0,0.828,level,Stage,mASD
1757TH,51.64711,-1.451462,438050.0,194400.0,2.718,0.225,1.8,0.485,1.313,level,Stage,mASD
E24803,52.626317,1.699909,650499.0,309602.0,1.926,0.517,1.6,-0.3,0.905,level,Stage,mAOD
45195,50.626633,-3.405232,300701.0,81713.0,1.264,0.025,3.0,0.045,0.117,level,Stage,m
53155,51.34297,-2.266608,381526.0,160466.0,3.42,0.93,1.5779999999999998,1.007,1.76,level,Stage,m
E22832,51.801923,0.634694,581757.0,214759.0,1.462,0.121,0.61,0.041,0.326,level,Stage,m
E2608,52.671948,-0.303639,514800.0,309600.0,0.66,-0.45,0.188,0.038,0.054,level,Stage,mASD
44224,50.613227,-1.971617,402104.0,79280.0,1.313,0.0,0.65,0.067,0.314,level,Stage,m
1756TH,51.588848,-1.431205,439502.0,187931.0,0.86,0.349,0.8,0.371,0.652,level,Stage,mASD
L2203,54.143859,-1.515258,431763.0,472113.0,3.857,0.0,2.8,0.03,1.416,level,Stage,m
E21107,52.272126,0.706637,584768.0,267226.0,1.126,0.02,0.393,0.081,0.25,level,Stage,m
680324,53.061892,-2.526064,364842.0,351758.0,3.23,0.32,1.5,0.397,1.022,level,Stage,m
2239TH,51.414788,-1.539372,432130.0,168520.0,0.307,0.034,0.19,0.053,0.094,level,Stage,mASD
E4427,52.212737,-0.938853,472600.0,257700.0,2.066,0.0,1.1,0.061,0.265,level,Stage,mASD
5349TH,51.668821,-0.035081,535980.0,198500.0,1.394,0.021,1.1,0.05,0.313,level,Stage,mASD
700406,53.657244,-2.72491,352189.0,418107.0,6.702,0.429,3.357,0.429,1.125,level,Stage,m
L3921A,54.563104,-1.231019,449822.0,518926.0,1.04,0.0,0.153,0.004,0.035,level,Stage,m
763201,54.894613,-2.686767,356050.0,555760.0,3.151,0.156,0.741,0.193,0.655,level,Stage,m
730511,54.280023,-2.755861,350883.0,487419.0,4.276,0.11,1.7000000000000002,0.19,1.212,level,Stage,m
2880TH,51.559236,-0.4840819999999999,505184.0,185573.0,1.287,0.871,1.2,0.803,0.955,level,Stage,mASD
023007,54.917259,-1.73922,416814.0,558095.0,2.37,0.079,0.316,0.119,0.28,level,Stage,m
2129,52.417908,-1.54648,430941.0,280088.0,1.587,0.013,1.1,0.033,0.136,level,Stage,mASD
50118,50.843021,-4.122236,250680.0,106980.0,3.656,0.15,3.2,0.251,1.385,level,Stage,m
022020,55.348353,-1.608289,424938.0,606108.0,3.495,0.138,1.4,0.32,0.462,level,Stage,m
2038,52.794313,-3.110292,325230.0,322440.0,2.675,0.092,1.047,0.225,1.327,level,Stage,mASD
1290_w2TH,51.786053,-1.351198,444850.0,209910.0,1.292,0.088,0.77,0.144,0.53,level,Stage,mASD
700448,53.660749,-2.778025,348683.0,418534.0,4.104,0.471,3.024,0.471,1.289,level,Stage,m
L2711,54.281971,-0.5070089999999999,497299.0,488400.0,45.28,41.07,42.9,41.225,41.934,level,Stage,mAOD
023022,55.181833,-2.45222,371300.0,587600.0,2.573,0.082,1.3,0.294,0.668,level,Stage,m
52152,51.031606,-2.799018,344066.0,126109.0,3.876,0.809,2.057,0.94,2.722,level,Stage,mASD
E22022,51.938949,0.5029819999999999,572153.0,229676.0,2.642,0.306,2.45,0.325,1.262,level,Stage,mASD
2117,52.421794,-1.255694,450713.0,280684.0,1.758,0.015,1.38,0.085,0.774,level,Stage,mASD
F2802,53.759195,-0.936675,470200.0,429730.0,5.43,0.939,5.2,1.565,3.504,level,Stage,mAOD
E15280,51.440152,0.113674,547001.0,173359.0,2.326,0.0,1.0,0.278,0.363,level,Stage,mASD
5378TH,51.603395,-0.012274,537755.0,191267.0,4.759,0.598,2.604,0.995,1.122,level,Stage,mASD
52116,50.92686,-2.768537,346082.0,114438.0,2.925,0.0,1.8,0.053,1.21,level,Stage,m
E22078,52.681119,0.8936489999999999,595702.0,313199.0,1.682,0.087,1.8,0.0,0.45,level,Stage,mASD
L17032,53.779574,-1.587145,427303.0,431552.0,2.017,0.018,2.5,0.041,0.412,level,Stage,m
1925TH,51.817792,-0.801624,482700.0,213920.0,2.0,0.612,1.49,0.968,1.234,level,Stage,mASD
3650TH,51.518702,-0.3917569999999999,511683.0,181202.0,1.364,0.094,2.34,0.115,0.365,level,Stage,mASD
L0670,53.429981,-1.423463,438404.0,392733.0,3.46,-0.07,1.8,0.032,0.177,level,Stage,m
0144TH,51.650724,-1.973061,401960.0,194660.0,1.484,0.325,1.6,0.363,1.444,level,Stage,mASD
E4828,52.546177,-0.832027,479300.0,294900.0,11.5,0.0,3.5700000000000003,0.22,0.551,level,Stage,mASD
F1104,53.641316,-1.795095,413644.0,416110.0,1.907,0.0,1.3,0.209,0.688,level,Stage,m
3680TH,51.448604,-0.339937,515455.0,173487.0,0.956,-0.017,1.55,0.018,0.197,level,Stage,mASD
45140,51.13829,-3.758506,277070.0,139140.0,1.818,0.0,1.0,0.019,0.434,level,Stage,m
724528,54.109696,-2.63518,358570.0,468390.0,2.452,0.143,1.8,0.2,0.93,level,Stage,m
2205,51.724364,-2.200326,386259.0,202869.0,1.331,0.621,1.0,0.644,1.015,level,Stage,mASD
L2462,53.977937,-1.118128,457935.0,453903.0,3.843,-0.188,1.009,-0.01,1.131,level,Stage,m
E21987,51.924207,-0.634231,494016.0,225958.0,2.085,0.003,1.47,0.022,0.295,level,Stage,m
L0607,53.385355,-1.462585,435842.0,387748.0,4.471,0.332,2.4,0.387,0.932,level,Stage,m
E22862,51.847313,0.423072,567000.0,219300.0,2.033,0.093,1.15,0.051,0.574,level,Stage,m
2019,52.340881,-1.512833,433287.0,271535.0,2.699,0.048,1.95,0.105,0.483,level,Stage,mASD
L3010,54.006951,-0.250223,514773.0,458188.0,4.004,1.57,2.7,1.653,2.209,level,Stage,mAOD
E21647,52.144358,-0.316453,515300.0,250900.0,1.445,0.118,0.549,0.175,0.53,level,Stage,m
725139,53.932062,-2.905476,340646.0,448819.0,2.509,0.04,2.754,0.244,1.446,level,Stage,m
48140,50.390824,-4.753487,204374.0,58174.0,1.682,0.031,1.4,0.183,0.626,level,Stage,m
53130,51.418046,-2.268627,381416.0,168816.0,2.4130000000000003,0.12,0.77,0.187,1.165,level,Stage,m
3280TH,51.294985,-0.3360889999999999,516110.0,156410.0,3.735,0.632,2.61,1.006,1.926,level,Stage,mASD
52115,50.921842,-2.940546,333986.0,114020.0,2.632,0.0,1.2,0.124,0.498,level,Stage,m
L2922,54.567493,-0.898737,471300.0,519700.0,6.2780000000000005,4.329,5.1,4.429,4.288,level,Stage,mAOD
730203,54.358126,-2.748154,351477.0,496104.0,1.92,0.07,1.2,0.132,0.794,level,Stage,m
E21163,52.330674,-0.1207979999999999,528150.0,271950.0,0.964,0.008,0.452,0.256,0.427,level,Stage,mASD
531185,51.295076,-2.230217,384044.0,155131.0,1.104,0.052,1.0,0.06,0.417,level,Stage,m
48158,50.311776,-4.800075,200732.0,49510.0,1.815,0.506,1.099,0.592,0.898,level,Stage,m
2898TH,51.437123,-0.512241,503508.0,171953.0,1.717,1.024,2.0,1.133,1.357,level,Stage,mASD
2027,51.740019,-2.24687,383050.0,204620.0,1.396,-0.004,0.95,0.133,0.648,level,Stage,mASD
43215,50.740946,-1.806054,413781.0,93500.0,3.806,-0.321,2.5,-0.109,1.489,level,Stage,mAOD
E22358,52.326416,0.5784159999999999,575806.0,272944.0,1.464,0.055,0.619,0.15,0.463,level,Stage,m
E22697,52.003937,0.890968,598531.0,237891.0,1.246,0.067,0.68,0.102,0.295,level,Stage,m
F1903,53.939721,-1.862096,409150.0,449300.0,2.631,0.096,1.87,0.189,1.359,level,Stage,m
E60901,52.011485,-0.9309,473473.0,235324.0,1.241,0.148,0.624,0.318,0.523,level,Stage,mASD
45170,50.667557,-3.538622,291361.0,86451.0,0.972,0.013,0.5,0.039,0.149,level,Stage,m
693001,53.534147,-2.578191,361774.0,404323.0,1.525,0.083,1.07,0.111,0.356,level,Stage,m
531192,51.686426,-2.460679,368249.0,198731.0,2.295,0.105,1.5,0.15,1.058,level,Stage,m
0710TH,51.569689,-1.735909,418400.0,185680.0,4.3,0.908,2.815,0.935,2.052,level,Stage,mASD
4345TH,51.406058,-0.024366,537510.0,169300.0,1.537,0.321,0.95,0.418,0.583,level,Stage,mASD
E21852,52.028438,0.8584029999999999,596189.0,240527.0,2.231,1.13,1.77,0.065,1.306,level,Stage,mASD
685520,53.396899,-3.151606,323522.0,389516.0,1.57,0.003,2.14,0.024,0.916,level,Stage,m
2094,52.274092,-1.88959,407630.0,264000.0,2.718,0.461,0.812,0.505,0.684,level,Stage,mASD
F2311,54.145714,-1.36005,441900.0,472400.0,2.48,0.06,0.256,0.094,0.201,level,Stage,m
E22563,52.080294,0.7244079999999999,586782.0,245940.0,0.949,0.0,0.72,0.047,0.394,level,Stage,m
50149,50.737824,-3.917597,264783.0,94889.0,2.298,0.0,1.8,0.057,0.527,level,Stage,m
47119,50.401002,-4.039339,255163.0,57669.0,1.452,0.22,1.16,0.311,0.589,level,Stage,m
023053,55.176863,-2.435206,372380.0,587040.0,3.338,-0.028,1.95,0.073,0.566,level,Stage,m
52109,51.019081,-3.133644,320580.0,125024.0,2.592,0.02,0.9,0.088,0.609,level,Stage,m
2531,52.231172,-2.743689,349304.0,259481.0,2.9,0.17,1.9,0.25,1.107,level,Stage,mASD
4730TH,51.876889,-0.28128,518410.0,221210.0,0.282,-0.114,0.5,0.021,0.054,level,Stage,mASD
531115,51.470324,-2.566101,360775.0,174748.0,8.494,0.005,8.7,7.482,7.963,level,Stage,mASD
4081,52.560205,-1.983428,401220.0,295820.0,3.506,0.36,1.247,0.318,0.884,level,Stage,mASD
45133,50.915853,-3.279962,310118.0,113713.0,2.173,0.159,0.7000000000000001,0.169,0.286,level,Stage,m
2532,52.233327,-2.73412,349960.0,259714.0,2.3,0.32,1.7000000000000002,0.5,0.791,level,Stage,mASD
722421,54.310113,-2.582471,362200.0,490660.0,4.027,0.09,2.3,0.17,1.337,level,Stage,m
52204,51.363932,-2.788918,345171.0,163059.0,1.472,0.02,1.0,0.08,0.408,level,Stage,m
53149,51.453682,-2.430325,370195.0,172833.0,2.259,0.0,0.9,0.009,0.546,level,Stage,m
2057,51.948918,-2.227065,384490.0,227850.0,6.228,0.343,4.5,0.533,3.805,level,Stage,mASD
L32011,53.793786,-0.3590379999999999,508191.0,434303.0,4.216,0.918,4.0,1.468,2.697,level,Stage,mAOD
E1435,53.689056,-0.441274,503030.0,422530.0,0.97,0.0,1.2,0.269,0.3,level,Stage,mASD
E1162,51.171954,-0.007351,539400.0,143300.0,2.904,0.0,1.494,0.069,1.152,level,Stage,mASD
L3330,53.710851,-0.217971,517714.0,425301.0,2.206,0.051,1.7000000000000002,0.232,0.355,level,Stage,mAOD
2401TH,51.278294,-1.045224,466692.0,153672.0,1.447,0.975,1.35,0.95,1.042,level,Stage,mASD
2846TH,51.741057,-0.47337,505504.0,205809.0,1.188,0.085,0.75,0.205,0.356,level,Stage,mASD
2892TH,51.477287,-0.5140600000000001,503291.0,176417.0,2.527,1.445,1.8,0.101,1.668,level,Stage,mASD
L2309,54.381959,-1.929135,404700.0,498500.0,2.935,-0.335,1.7000000000000002,0.0,0.811,level,Stage,m
E1997,52.560077,-0.281816,516572.0,297192.0,3.083,-0.012,2.26,0.911,1.263,level,Stage,mASD
024000,54.649317,-1.6621169999999998,421900.0,528300.0,2.466,0.054,1.31,0.084,0.293,level,Stage,m
E60201,52.335121,0.531859,572600.0,273800.0,0.738,0.069,0.279,0.21,0.212,level,Stage,mASD
52161,51.02589,-3.066549,325297.0,125711.0,10.18,8.12,9.5,8.2,8.966,level,Stage,m
744132,54.485859,-3.538736,300413.0,511149.0,1.182,0.108,0.92,0.2,0.264,level,Stage,m
4790TH,51.803418,-0.141267,528256.0,213276.0,1.284,0.224,1.07,0.312,0.521,level,Stage,mASD
765013,54.865626,-2.944447,339480.0,552727.0,3.347,0.23,1.6,0.28,0.938,level,Stage,m
023042,54.887182,-1.700147,419333.0,554758.0,2.784,0.134,0.443,0.158,0.349,level,Stage,m
44120,50.701633,-2.725949,348829.0,89362.0,2.932,0.083,0.531,0.156,0.493,level,Stage,m
744131,54.48205,-3.530118,300962.0,510713.0,0.848,0.255,0.7000000000000001,0.3,0.366,level,Stage,m
692419,53.566913,-2.021999,398640.0,407813.0,1.491,0.06,1.51,0.089,0.342,level,Stage,m
4159TH,51.367034,-0.1628119999999999,527990.0,164710.0,0.5660000000000001,-0.126,0.425,0.047,0.067,level,Stage,mASD
E23730,52.425882,0.720787,585090.0,284360.0,1.215,0.05,0.5,0.127,0.279,level,Stage,m
E8293,50.951995,0.074349,545800.0,119000.0,2.902,-0.027,1.5,0.052,0.623,level,Stage,mASD
E13951,51.15131,-1.459531,437898.0,139256.0,0.68,0.137,0.58,0.16,0.417,level,Stage,mASD
43162,50.994106,-1.748006,417781.0,121665.0,1.38,0.0,0.652,0.0,0.645,level,Stage,m
E19027,52.377001,-0.2694209999999999,517900.0,276850.0,4.038,0.095,2.2,0.188,0.98,level,Stage,mASD
L3350,53.643751,0.069975,536934.0,418352.0,4.5600000000000005,0.015,1.7000000000000002,0.367,0.605,level,Stage,mAOD
E9130,50.957409,-0.265959,521884.0,118985.0,2.904,0.053,1.35,0.162,1.417,level,Stage,mASD
50137,51.074943,-4.050919,256418.0,132626.0,2.95,0.0,0.5,0.064,0.203,level,Stage,mASD
3870TH,51.527366,-0.344873,514914.0,182238.0,1.752,0.102,1.105,0.127,0.267,level,Stage,mASD
F0920,53.64031,-1.168065,455100.0,416300.0,2.202,0.124,1.05,0.161,0.353,level,Stage,m
690142,53.684084,-2.331538,378200.0,420900.0,1.737,0.0,2.1,0.014,0.32,level,Stage,m
E14120,50.913454,-1.491008,435879.0,112789.0,3.2,0.403,2.9,0.42,0.922,level,Stage,mAOD
53138,51.431118,-2.553489,361618.0,170381.0,1.373,0.0,0.8,0.026,0.162,level,Stage,m
E14540,50.910849,-1.510651,434500.0,112490.0,6.76,3.27,5.4,3.35,4.438,level,Stage,mAOD
4912TH,51.946826,-0.016987,536390.0,229450.0,1.584,0.053,1.92,0.061,0.039,level,Stage,mASD
023041,54.973809,-2.105629,393336.0,564362.0,0.997,-0.89,0.03,-0.02,-0.017,level,Stage,m
F2206,54.269289,-1.708806,419062.0,486000.0,5.641,0.186,3.5,0.267,2.174,level,Stage,m
47120,50.387125,-4.061716,253530.0,56170.0,1.611,0.0,1.0,0.005,0.304,level,Stage,m
E14722,50.664649,-1.176646,458287.0,85321.0,1.57,0.014,1.57,0.04,1.146,level,Stage,mASD
E22869,51.736622,0.479442,571301.0,207122.0,1.427,0.048,0.75,0.061,0.385,level,Stage,m
44207,50.681026,-2.189136,386733.0,86836.0,1.926,0.48,1.424,0.5650000000000001,1.587,level,Stage,m
692500,53.341282,-2.127615,391600.0,382718.0,2.195,0.032,1.15,0.045,0.3,level,Stage,m
730100,54.377665,-2.817419,347001.0,498328.0,1.459,0.258,1.0,0.258,0.735,level,Stage,m
L3111,53.92958,-0.334677,509441.0,449447.0,3.77,1.55,2.461,1.594,2.2,level,Stage,mAOD
693032,53.440813,-2.475817,368490.0,393889.0,3.579,0.245,1.9,0.378,1.072,level,Stage,m
735328,54.390814,-2.931474,339612.0,499883.0,2.234,0.108,1.5,0.223,1.012,level,Stage,m
720300,53.881142,-2.779009,348887.0,443055.0,5.1,0.537,4.0,0.537,1.413,level,Stage,m
2666,51.85211,-2.233328,384025.0,217084.0,1.04,0.192,0.457,0.232,0.394,level,Stage,mASD
0680TH,51.709394,-1.783971,415023.0,201207.0,1.426,0.312,1.08,0.415,0.888,level,Stage,mASD
4383TH,51.411956,0.051097,542740.0,170100.0,1.592,0.663,2.21,0.833,0.932,level,Stage,mASD
48189,50.126751,-5.525305,148133.0,31139.0,1.277,0.172,0.85,0.187,0.493,level,Stage,m
4610,52.944125,-1.27239,448991.0,338775.0,1.303,0.302,0.9,0.305,0.473,level,Stage,mASD
E1560,51.095381,0.052195,543800.0,134900.0,2.262,0.0,1.82,0.04,0.306,level,Stage,mASD
53137,51.427707,-2.63391,356024.0,170047.0,1.404,0.0,0.456,0.012,0.505,level,Stage,m
F2702,54.185605,-0.725015,483300.0,477400.0,5.124,0.652,6.1,1.005,3.782,level,Stage,m
L06601,53.442704,-1.459031,436030.0,394130.0,2.289,-0.274,0.74,0.006,0.227,level,Stage,m
4198,52.899642,-0.758767,483590.0,334300.0,2.168,0.46,1.7000000000000002,0.51,0.784,level,Stage,mASD
1465TH,51.840425,-1.30005,448320.0,215990.0,3.346,0.578,2.12,0.654,2.417,level,Stage,mASD
44206,50.739761,-2.25333,382220.0,93381.0,0.775,0.08,0.613,0.173,0.708,level,Stage,m
690200,53.59901,-2.095119,393802.0,411388.0,1.166,0.093,0.724,0.108,0.32,level,Stage,m
2830TH,51.670654,-0.380235,512108.0,198118.0,1.69,0.014,0.8190000000000001,0.12,0.441,level,Stage,mASD
F1525,53.902947,-1.969516,402100.0,445200.0,1.763,0.083,1.0,0.124,0.669,level,Stage,m
F3412,53.825745,-0.816701,477986.0,437259.0,2.389,0.044,0.8280000000000001,0.095,0.709,level,Stage,m
E8350,51.006255,-0.079888,534810.0,124740.0,2.002,0.0,1.44,0.032,0.25,level,Stage,mASD
43125,50.928405,-1.7772739999999998,415749.0,114352.0,1.359,0.219,1.079,0.391,1.107,level,Stage,m
2432TH,51.306404,-0.772253,485679.0,157081.0,2.5700000000000003,0.483,2.0,0.795,1.279,level,Stage,mASD
45221,50.795699,-3.111486,321760.0,100160.0,2.274,0.06,1.1,0.189,0.392,level,Stage,m
768005,54.667281,-2.757052,351269.0,530510.0,0.54,-0.042,1.08,0.05,0.154,level,Stage,m
F3402,53.799018,-0.719127,484462.0,434397.0,1.11,-0.014,0.32,0.093,0.277,level,Stage,m
45209,50.717781,-3.219793,313984.0,91616.0,2.5,0.0,1.0,0.141,0.483,level,Stage,m
754016,54.732405,-3.405386,309600.0,538400.0,2.51,0.2,1.5,0.24,0.667,level,Stage,m
4007,52.865431,-1.335368,444840.0,329980.0,3.455,0.317,1.7000000000000002,0.413,1.666,level,Stage,mASD
L1202,53.701444,-1.793955,413700.0,422800.0,2.068,-0.183,0.8,0.0,-0.596,level,Stage,m
F2830,53.890459,-0.844074,476067.0,444429.0,1.191,0.036,0.45,0.085,0.442,level,Stage,m
E24819,52.318638,1.425054,633527.0,274473.0,2.688,0.758,2.7,0.0,1.485,level,Stage,mASD
1679TH,51.684602,-1.282696,449686.0,198671.0,1.33,-0.26,1.43,0.05,0.567,level,Stage,mASD
L0313,53.390594,-1.361999,442527.0,388386.0,30.761,25.292,28.2,25.668,26.577,level,Stage,mAOD
750832,54.603631,-3.142486,326295.0,523764.0,5.348,0.92,2.7,0.948,1.51,level,Stage,m
F2835,53.917568,-0.897652,472499.0,447389.0,1.957,0.024,0.496,0.102,0.332,level,Stage,m
531160,51.419019,-2.487954,366165.0,169003.0,7.956,0.806,5.863,4.955,5.921,level,Stage,mASD
023004,54.976681,-2.226498,385600.0,564700.0,4.691,0.187,2.7,0.238,0.911,level,Stage,m
E4826,52.568529,-0.1231879999999999,527300.0,298400.0,2.8,0.0,1.35,0.049,0.271,level,Stage,mASD
751612,54.58069,-3.317998,314910.0,521410.0,3.5380000000000003,0.128,0.973,0.312,1.198,level,Stage,m
F2480,54.03611,-1.222956,450989.0,460295.0,6.266,0.111,3.317,0.147,3.421,level,Stage,m
L1352,53.680366,-1.509072,432524.0,420547.0,2.048,0.202,0.75,0.35,0.594,level,Stage,m
4032,53.206134,-1.165417,455840.0,368000.0,1.42,0.11,0.8,0.15,0.415,level,Stage,mASD
712370,53.755632,-2.367683,375854.0,428872.0,1.407,0.23,1.1,0.23,0.44,level,Stage,m
F2330,54.305844,-1.530339,430658.0,490130.0,4.753,0.185,3.7,0.228,2.055,level,Stage,m
E22377,52.06301,-0.7104659999999999,488500.0,241300.0,2.231,0.06,1.281,0.119,0.96,level,Stage,mASD
764020,54.889748,-2.913769,341484.0,555385.0,2.775,0.188,2.0,0.253,1.037,level,Stage,m
L2205,54.226008,-1.654843,422600.0,481200.0,3.567,0.091,2.1,0.142,1.561,level,Stage,m
2641,52.582389,-2.192192,387074.0,298305.0,1.334,0.188,0.406,0.197,0.069,level,Stage,mASD
E3826,51.296461,1.129525,618274.0,159911.0,3.14,0.98,2.75,1.341,2.398,level,Stage,mAOD
710305,53.848003,-2.424337,372180.0,439170.0,3.702,0.15,2.5,0.331,1.652,level,Stage,m
46124,50.695696,-3.739489,277240.0,89894.0,3.185,0.01,1.8,0.19,1.192,level,Stage,m
52118,51.054966,-2.936065,334489.0,128820.0,5.099,1.33,4.297,1.713,4.506,level,Stage,mASD
2888TH,51.547893,-0.46447,506570.0,184340.0,3.782,0.403,1.7000000000000002,0.6910000000000001,0.94,level,Stage,mASD
2438SO,51.000834,-0.944385,474168.0,122913.0,60.3,59.075,60.3,59.095,59.131,level,Stage,mAOD
742006,54.36799,-3.339036,313100.0,497770.0,2.363,0.3,1.88,0.37,0.817,level,Stage,m
L2105,54.008443,-1.47066,434789.0,457067.0,2.325,0.381,1.2,0.42,1.08,level,Stage,m
3806TH,51.614894,-0.189437,525455.0,192227.0,2.061,0.163,1.5,0.22,0.348,level,Stage,mASD
E2896,52.833221,-0.460655,503800.0,327300.0,1.954,0.0,1.01,0.025,0.294,level,Stage,mASD
3822TH,51.617793,-0.26653,520110.0,192420.0,1.623,0.768,2.2,0.8170000000000001,0.813,level,Stage,mASD
3422SO,51.22819,-1.338347,446297.0,147875.0,0.411,0.001,0.35,0.02,0.098,level,Stage,mASD
690120,53.693137,-2.257828,383072.0,421887.0,1.863,0.103,1.02,0.125,0.43,level,Stage,m
E6520,50.923434,0.7205400000000001,591300.0,117300.0,3.732,-0.083,3.5,0.188,1.249,level,Stage,mASD
021038,55.674792,-2.160923,389977.0,642380.0,4.284,0.141,1.026,0.237,0.891,level,Stage,m
52212,51.191655,-2.719186,349838.0,143850.0,1.171,0.06,0.468,0.085,0.493,level,Stage,m
4319TH,51.400276,0.019377,540570.0,168740.0,0.92,0.029,1.85,0.052,0.097,level,Stage,mASD
2440SO,51.008633,-0.945733,474061.0,123779.0,66.22,64.6,66.1,64.62,64.761,level,Stage,mAOD
2258,51.824551,-2.297854,379568.0,214035.0,2.286,0.098,0.542,0.162,0.573,level,Stage,mASD
2270,51.819013,-2.28698,380315.0,213416.0,0.934,0.0,1.0,0.0,0.129,level,Stage,mASD
2598SO,51.078486,-1.480122,436515.0,131147.0,33.475,33.08,33.6,33.2,33.158,level,Stage,mAOD
712223,53.800228,-2.314843,379360.0,433817.0,3.445,0.256,2.565,0.277,0.946,level,Stage,m
E2662,52.334238,-0.6835129999999999,489800.0,271500.0,1.606,0.08,1.17,0.129,0.59,level,Stage,m
49182,50.474131,-4.757115,204460.0,67445.0,2.646,0.849,2.4,0.75,1.504,level,Stage,m
E1746,53.275665,-0.402812,506600.0,376600.0,3.452,0.05,2.41,0.105,0.841,level,Stage,m
3240TH,51.201071,-0.1944729999999999,526240.0,146200.0,3.501,0.043,2.14,0.123,1.657,level,Stage,mASD
694039,53.425318,-2.62207,358760.0,392240.0,3.202,0.143,2.5,0.209,0.646,level,Stage,m
E140,51.271553,0.518493,575777.0,155502.0,3.577,3.688,0.75,0.234,0.624,level,Stage,mASD
E9520,50.853787,-0.552785,501966.0,107028.0,3.65,-0.73,2.5,-0.283,0.607,level,Stage,mAOD
43213,50.789681,-1.971312,402118.0,98902.0,1.998,0.08,1.26,0.455,1.049,level,Stage,m
765090,54.891143,-2.9382,339919.0,555561.0,5.041,0.307,3.0,0.348,1.15,level,Stage,m
4335TH,51.391876,-0.03662,536700.0,167700.0,1.6720000000000002,-0.089,1.27,0.02,0.251,level,Stage,mASD
L0233,53.232965,-1.430996,438078.0,370811.0,2.801,-0.025,1.25,0.002,0.342,level,Stage,m
2427TH,51.29741,-0.739058,488010.0,156120.0,1.939,0.268,1.6,0.363,1.072,level,Stage,mASD
4121,52.953586,-1.989532,400800.0,339580.0,1.934,0.034,0.4,0.039,0.39,level,Stage,mASD
43118,50.748085,-1.780015,415616.0,94299.0,0.8230000000000001,0.031,0.643,0.329,0.664,level,Stage,m
50146,50.90173,-4.392867,231840.0,114090.0,1.967,0.08,1.0,0.129,0.454,level,Stage,m
2092,52.062264,-1.622014,426010.0,240500.0,5.223,0.045,0.969,0.119,1.169,level,Stage,mASD
