stationReference,latestReading,parameter,qualifier,unitName
E6652,15.401,level,Stage,mAOD
2857TH,28.91,level,Stage,mAOD
E19862,5.509,level,Stage,m
E27081,,level,Groundwater,mAOD
E2835,0.134,level,Stage,m
E14111,0.375,level,Tidal Level,mAOD
SJ46_096,,level,Groundwater,m
E14110,0.368,level,Stage,mAOD
E4829,119.554,level,Stage,mAOD
E2154,26.619,level,Stage,mAOD
E2162,-1.58,level,Reservoir Level,m
4641TH,1.181,level,Stage,mASD
3803TH,6.997,level,Stage,mASD
E27501,83.187,level,Stage,m
E1523,68.636,level,Stage,mAOD
E27521,9.288,level,Stage,m
E24845,0.183,level,Stage,mAOD
E4835,,level,Tidal Level,mAOD
E27101,-0.803,level,Groundwater,mAOD
E21022,0.216,level,Stage,m
E1451,,level,Stage,mAOD
E12760,53.447,level,Groundwater,mAOD
E47050,1.015,level,Stage,mASD
E2775,0.058,level,Stage,m
5323TH,17.708,level,Stage,mAOD
E2089,4.141,level,Stage,mAOD
E4420,0.882,level,Stage,mASD
E22173,2.168,level,Stage,mAOD
3695TH,0.178,level,Stage,mASD
2265,0.951,level,Stage,mASD
E4752,,level,Groundwater,mAOD
E21470,,level,Groundwater,mAOD
5321TH,108.0,level,Stage,mm
SJ45_102,3.054,level,Groundwater,m
43171,99.995,level,Groundwater,mAOD
SJ56_45E,12.834,level,Groundwater,m
E23028,0.374,level,Stage,m
SJ45_049,,level,Groundwater,m
43168,63.278,level,Groundwater,mAOD
E4476,17.525,level,Groundwater,mAOD
E26951,3.267,level,Stage,mAOD
E24207,0.804,level,Stage,m
SD54_31,,level,Groundwater,m
E24861,-1.126,level,Tidal Level,mAOD
E21726,25.861,level,Stage,mAOD
E21971,0.065,level,Stage,m
E24822,,level,Stage,mAOD
E22063,,level,Stage,mAOD
E23341,44.67,level,Groundwater,m
E22918,0.105,level,Stage,m
SJ79_91,8.937,level,Groundwater,m
E22044,1.951,level,Stage,mAOD
NY00_292,17.635,level,Groundwater,m
E24093,1.569,level,Tidal Level,mAOD
E24001,0.243,level,2,m
NY54_55,26.399,level,Groundwater,m
E1407,2.956,level,Downstream Stage,mAOD
NY00_294,,level,Groundwater,m
NY54_56,44.412,level,Groundwater,m
E23361,3.852,level,Stage,mAOD
E21791,,level,Stage,mAOD
E24816,0.376,level,Tidal Level,mAOD
E4473,17.508,level,Groundwater,mAOD
NX91_128,24.292,level,Groundwater,m
43166,103.796,level,Groundwater,mAOD
E23265,0.395,level,Stage,m
SJ46_109,12.561,level,Groundwater,m
SJ54_102,9.418,level,Groundwater,m
SJ69_46,6.712,level,Groundwater,m
E45951,0.839,level,2,m
E24813,18.236,level,2,mAOD
E1449,,level,Downstream Stage,mAOD
E23534,7.662,level,Stage,mAOD
E4898,42.025,level,Groundwater,mAOD
E23081,0.312,level,Stage,m
E23073,0.466,level,Stage,m
E1254,0.107,level,Stage,m
E21621,2.45,level,Stage,mAOD
43167,67.598,level,Groundwater,mAOD
E23223,0.44,level,Stage,m
E1657,0.256,level,Stage,m
E6198,31.068,level,Groundwater,mAOD
NY53_51,5.406,level,Groundwater,m
E47041,0.269,level,Stage,mASD
E2886,0.277,level,Stage,m
E21985,70.573,level,Stage,m
NY71_3,9.725,level,Groundwater,m
E2812,,level,Stage,mAOD
E21854,25.977,level,Stage,mAOD
E21158,0.135,level,Stage,m
E4821,76.074,level,Stage,mAOD
E2813,,level,Stage,mAOD
E46041,18.222,level,Stage,mAOD
E27675,1.048,level,Stage,mASD
E22720,0.683,level,Stage,m
SJ45_173,1.427,level,Groundwater,m
E37212,-0.044,level,Tidal Level,mAOD
E4486,81.785,level,Stage,mAOD
43172,95.316,level,Groundwater,mAOD
E23169,0.609,level,Stage,m
E4489,54.228,level,Stage,mAOD
E24836,4.554,level,Stage,mAOD
SJ58_187,68.87,level,Groundwater,m
E24077,3.975,level,Stage,mAOD
NY34_6,8.845,level,Groundwater,m
SD17_5,6.528,level,Groundwater,m
E21332,0.001,level,Stage,m
E2158,26.214,level,Downstream Stage,mAOD
E46021,9.763,level,Stage,m
E23249,0.803,level,Stage,m
E21011,28.939,level,Stage,mAOD
E21865,0.289,level,Stage,m
E5310,-1.656,level,Tidal Level,mAOD
E1255,0.08,level,Stage,m
SD70_252,17.558,level,Groundwater,m
SJ55_41,,level,Groundwater,m
44238,,level,Groundwater,mAOD
E4902,3.192,level,Downstream Stage,mAOD
E27472,3.055,level,Stage,mAOD
E4900,4.416,level,Stage,mAOD
E27511,19.1,level,Stage,m
NY14_46,2.438,level,Groundwater,m
NY14_45,16.124,level,Groundwater,m
44243,55.629,level,Groundwater,mAOD
NY52_25,1.74,level,Groundwater,m
43173,136.254,level,Groundwater,mAOD
SJ69_138,32.531,level,Groundwater,m
E23308,37.41,level,Groundwater,m
NY53_9,52.12,level,Groundwater,m
44240,136.939,level,Groundwater,mAOD
E23235,0.3,level,Stage,m
43174,64.132,level,Groundwater,mAOD
SD09_12,3.327,level,Groundwater,m
E4896,9.412,level,Groundwater,mAOD
E22018,5.376,level,Stage,mAOD
E21581,3.866,level,Stage,mAOD
E25952,3.324,level,Stage,mAOD
E19039,-0.799,level,Groundwater,mAOD
NY63_2,3.535,level,Groundwater,m
E23056,0.266,level,Stage,m
NY00_321,5.75,level,Groundwater,m
E25767,,level,Stage,mAOD
NY71_23,2.221,level,Groundwater,m
E24068,0.448,level,Stage,m
NY00_328,5.466,level,Groundwater,m
SD52_17A,20.005,level,Groundwater,m
E4874,7.551,level,Groundwater,mAOD
E21623,0.211,level,Downstream Stage,mAOD
SD52_77,36.714,level,Groundwater,m
E24804,21.799,level,Stage,mAOD
E22369,31.309,level,Stage,mAOD
43169,115.999,level,Groundwater,mAOD
E22024,17.369,level,Stage,mAOD
E26981,21.254,level,Stage,mAOD
E42895,0.61,level,Tidal Level,mAOD
E21773,6.841,level,Stage,mAOD
E23218,0.574,level,Stage,m
E1491,0.258,level,Stage,m
E24808,9.493,level,Stage,mAOD
NY52_2H,16.393,level,Groundwater,m
E22570,0.444,level,Stage,m
E4418,3.27,level,Stage,mAOD
E45688,0.392,level,Stage,m
E21858,0.305,level,Stage,m
E23316,0.341,level,Stage,m
NY54_10,22.219,level,Groundwater,m
E1056,0.209,level,Stage,m
NY52_26,1.325,level,Groundwater,m
E21322,30.778,level,Downstream Stage,mAOD
E21738,15.28,level,Stage,mAOD
E23214,0.256,level,Stage,m
SJ79_34A,5.133,level,Groundwater,m
9203SE,,level,Groundwater,mAOD
E4882,3.635,level,Stage,mAOD
2847,40.79,level,Groundwater,mBDAT
E1597,1.63,level,Stage,mAOD
26107,7.01,level,Groundwater,mBDAT
26106,4.08,level,Groundwater,mBDAT
26105,49.51,level,Groundwater,mBDAT
E4928,5.929,level,Stage,mAOD
2876B,10.55,level,Groundwater,mBDAT
ST99_99,,level,Groundwater,mAOD
021041,0.395,level,Stage,m
E4912,33.772,level,Stage,mAOD
45174_,,level,Groundwater,m
E11600,,level,Groundwater,mAOD
SU38_73B,123.777,level,Groundwater,mAOD
2891W,8.51,level,Groundwater,mBDAT
SU37_63,,level,Groundwater,---
L3230,-0.534,level,Stage,mAOD
26116,23.52,level,Groundwater,mBDAT
SU48_72B,,level,Groundwater,---
SP90_64,,level,Groundwater,mAOD
SE67ENOLC0,,level,Groundwater,mAOD
26113,22.63,level,Groundwater,mBDAT
48196,4.557,level,2,mAOD
43187,,level,Groundwater,m
SE95WWOLCC,24.19,level,Groundwater,mAOD
2850,46.85,level,Groundwater,mBDAT
2851,26.87,level,Groundwater,mBDAT
26103,17.03,level,Groundwater,mBDAT
43184,58.741,level,Groundwater,mAOD
E13190,,level,Groundwater,mAOD
26101,20.1,level,Groundwater,mBDAT
43186,,level,Groundwater,mAOD
26102,21.36,level,Groundwater,mBDAT
43185,74.95,level,Groundwater,m
L2225,0.893,level,Stage,m
SE94DEWLCC,14.28,level,Groundwater,mAOD
43175,,level,Groundwater,mAOD
2891E,7.13,level,Groundwater,mBDAT
26141,23.43,level,Groundwater,mBDAT
43181,70.695,level,Groundwater,m
SP62_1,98.036,level,Groundwater,mAOD
2896,6.84,level,Groundwater,mBDAT
531182,25.77,level,Groundwater,m
SU89_82,44.35,level,Groundwater,mAOD
E14150,80.855,level,Groundwater,mAOD
45175_,,level,Groundwater,m
2858TH,,level,Stage,mm
2877,6.17,level,Groundwater,mBDAT
E9190,117.534,level,Groundwater,mAOD
E13740,31.734,level,Groundwater,mAOD
E24834,29.629,level,Stage,mAOD
E27454,2.128,level,Downstream Stage,m
2868TH,18.531,level,1,mAOD
45176,4.736,level,Groundwater,m
E1685,0.425,level,Stage,m
43192,114.441,level,Groundwater,m
45177,17.808,level,Groundwater,m
5484TH,2.762,level,Stage,mASD
E21803,,level,Groundwater,m
E1957,2.643,level,Stage,mAOD
431101,11.617,level,Groundwater,m
E2920,22.252,level,Groundwater,mAOD
SU58_88B,94.91,level,Groundwater,mAOD
44237,166.628,level,Groundwater,mAOD
2877TH,,level,1,%
48197,4.549,level,Downstream Stage,mAOD
E13180,,level,Groundwater,mAOD
1480SO,,level,Groundwater,mAOD
SU58_88A,80.845,level,Groundwater,mAOD
43178,,level,Groundwater,mAOD
45173,11.515,level,Groundwater,m
E1720,4.422,level,Stage,mAOD
SU47_28,103.236,level,Groundwater,mAOD
2878B,33.1,level,Groundwater,mBDAT
531181,12.487,level,Groundwater,m
2878A,12.36,level,Groundwater,mBDAT
E1943,100.071,level,Stage,mAOD
E12770,,level,Groundwater,mAOD
E5314,0.783,level,Stage,mAOD
2895,5.65,level,Groundwater,mBDAT
2893,6.09,level,Groundwater,mBDAT
E4218,14.585,level,Downstream Stage,mAOD
E1712,0.219,level,Stage,m
SU78_45A,,level,Groundwater,mAOD
E2783,0.081,level,Stage,m
E23119,-5.0,level,Groundwater,m
E4910,0.673,level,Stage,mAOD
L39011,0.049,level,Stage,m
43179_,,level,Groundwater,mAOD
43199,15.114,level,Groundwater,m
SU49_75B,,level,Groundwater,---
E11070,,level,Groundwater,mAOD
E4230,66.0,level,Groundwater,mAOD
26115,24.25,level,Groundwater,mBDAT
2845,29.08,level,Groundwater,mBDAT
SE93NBLLCC,35.03,level,Groundwater,mAOD
E20024,53.679,level,Stage,mAOD
TQ25_86,89.13,level,Groundwater,mAOD
TQ25_13,,level,Groundwater,mAOD
E46631,7.961,level,Stage,mAOD
E3300,5.289,level,Groundwater,mAOD
E4994,8.996,level,Groundwater,mAOD
TA03WSWLCC,11.607,level,Groundwater,mAOD
SE62NLSLRD,3.77,level,Groundwater,mAOD
SU47_141,,level,Groundwater,---
SP00_62,103.206,level,Groundwater,mAOD
E2590,12.95,level,Stage,mAOD
26108N,6.25,level,Groundwater,mBDAT
E4409,3.18,level,Stage,mAOD
26111,24.31,level,Groundwater,mBDAT
26117,22.86,level,Groundwater,mBDAT
SE62NLSLSS,-1.69,level,Groundwater,mAOD
E14160,80.762,level,Groundwater,mAOD
SP10_54,,level,Groundwater,mAOD
SE62CHLLRD,2.55,level,Groundwater,mAOD
44246,0.299,level,Stage,m
SE62CH1LSS,-16.18,level,Groundwater,mAOD
E46371,4.978,level,Stage,mAOD
ST99_63,,level,Groundwater,mAOD
E47251,0.383,level,Stage,mASD
E1114,0.004,level,Stage,m
E1298,8.166,level,Stage,mAOD
E21775,-4.25,level,Groundwater,m
43190,40.725,level,Groundwater,m
SU73_8,,level,Groundwater,---
E2081,2.182,level,Tidal Level,mAOD
2889,6.75,level,Groundwater,mBDAT
2892W,28.64,level,Groundwater,mBDAT
2846,37.32,level,Groundwater,mBDAT
E2219,0.284,level,Stage,m
1381SO,5.84,level,Groundwater,mAOD
2849,35.22,level,Groundwater,mBDAT
2848,43.27,level,Groundwater,mBDAT
2843,30.04,level,Groundwater,mBDAT
3802TH,64.0,level,Stage,mAOD
2844,34.34,level,Groundwater,mBDAT
SU97_78A,19.613,level,Groundwater,mAOD
E12290,58.02,level,Groundwater,mAOD
26108S,0.17,level,Groundwater,mBDAT
TQ35_42,,level,Groundwater,---
43191,54.434,level,Groundwater,mAOD
43198,51.626,level,Groundwater,mAOD
2308SO,,level,Groundwater,---
43196,68.978,level,Groundwater,m
2892E,17.51,level,Groundwater,mBDAT
E4811,0.197,level,Stage,mAOD
43195,84.611,level,Groundwater,mAOD
2890,10.46,level,Groundwater,mBDAT
E5032,4.226,level,Groundwater,mAOD
TA03NHCLCC,-1.62,level,Groundwater,mAOD
26119,17.3,level,Groundwater,mBDAT
E2892,0.164,level,Stage,m
48194,,level,Stage,m
43180_,,level,Groundwater,m
2875B,9.86,level,Groundwater,mBDAT
2897B,7.81,level,Groundwater,mBDAT
0782SO,20.437,level,Groundwater,mAOD
26118,8.26,level,Groundwater,mBDAT
E27431,0.116,level,Tidal Level,mAOD
E4916,4.144,level,Groundwater,mAOD
E2671,,level,Stage,mAOD
2876A,10.06,level,Groundwater,mBDAT
ST99_98,,level,Groundwater,---
SU17_57,135.476,level,Groundwater,mAOD
E15090,18.835,level,Groundwater,mAOD
0321TH,,level,Stage,mm
E21825,,level,Groundwater,m
E13970,,level,Groundwater,mAOD
5303TH,71.0,level,Stage,mm
SU89_7,95.541,level,Groundwater,mAOD
NY72_9,7.5,level,Groundwater,m
SU38_73A,122.604,level,Groundwater,mAOD
E2950,14.446,level,Groundwater,mAOD
TA03NHSLRD,3.84,level,Groundwater,mAOD
2875A,9.79,level,Groundwater,mBDAT
E1996,4.39,level,Stage,mAOD
E22901,0.671,level,Stage,m
2888,3.9,level,Groundwater,mBDAT
SE93RNKLCC,12.53,level,Groundwater,mAOD
2887,-6.54,level,Groundwater,mBDAT
E21397,19.3,level,Stage,mAOD
TQ36_38,,level,Groundwater,---
26114,15.42,level,Groundwater,mBDAT
E27452,2.68,level,Stage,m
SD53_70,4.531,level,Groundwater,m
SJ58_117,8.387,level,Groundwater,m
0560,14.839,level,Groundwater,mBDAT
SJ56_90B,3.545,level,Groundwater,m
SE93NLOLCC,15.62,level,Groundwater,mAOD
SJ56_90A,0.16,level,Groundwater,m
SD40_137,15.449,level,Groundwater,m
SU37_1,,level,Groundwater,---
SD53_74,,level,Groundwater,m
TQ04_74,83.993,level,Groundwater,mAOD
1903,1.844,level,Groundwater,mBDAT
7050,,level,Stage,mASD
SU17_110,161.626,level,Groundwater,mAOD
SD53_73,46.976,level,Groundwater,m
7227,0.571,level,Groundwater,mBDAT
7022a,,level,Groundwater,mBDAT
SJ28_26,39.489,level,Groundwater,m
SJ45_143,4.558,level,Groundwater,m
SJ56_126,10.715,level,Groundwater,m
6852,1.216,level,Groundwater,mBDAT
SJ87_32,39.718,level,Groundwater,m
SJ69_133,,level,1,m
6851,3.047,level,Groundwater,mBDAT
SJ38_78,14.516,level,Groundwater,m
SJ48_91,18.989,level,Groundwater,m
578,4.001,level,Groundwater,mBDAT
1023,53.28,level,Groundwater,mBDAT
SU38_74B,127.399,level,Groundwater,mAOD
SJ59_147,4.961,level,Groundwater,m
SD43_38,11.942,level,Groundwater,m
SJ56_119,7.379,level,Groundwater,m
SP00_141A,122.919,level,Groundwater,mAOD
SJ45_155,25.722,level,Groundwater,m
0540,10.316,level,Groundwater,mBDAT
SJ56_118,,level,Groundwater,m
SJ37_030,0.479,level,Groundwater,m
SJ79_170,5.062,level,Groundwater,m
6822,,level,Groundwater,mBDAT
1911,1.986,level,Groundwater,mBDAT
SD20_17,7.886,level,Groundwater,m
1913,8.811,level,Groundwater,mBDAT
TL12_122,,level,Groundwater,---
SU47_140,93.93,level,Groundwater,mAOD
46845,-0.13,level,Groundwater,mBDAT
SU38_46B,127.312,level,Groundwater,mAOD
9407SE,98.97,level,Groundwater,mAOD
TQ27_284A,,level,Groundwater,mAOD
SJ36_117,1.928,level,Groundwater,m
SD54_21,23.589,level,Groundwater,m
5004,,level,Groundwater,mBDAT
SJ45_160,17.361,level,Groundwater,m
SJ37_019,22.984,level,Groundwater,m
SU38_72B,123.15,level,Groundwater,mAOD
SU38_72A,125.36,level,Groundwater,mAOD
SJ48_97,16.377,level,Groundwater,m
SD20_21,1.429,level,Groundwater,m
SU09_56B,88.069,level,Groundwater,mAOD
TW73_1,68.926,level,Groundwater,mAOD
SJ48_92,36.481,level,Groundwater,m
590,,level,Groundwater,mBDAT
SJ39_104,1.103,level,Groundwater,m
SD44_15,0.662,level,Groundwater,m
TA06NPSLCC,20.03,level,Groundwater,mAOD
24,1.371,level,Groundwater,mBDAT
SP00_141B,114.255,level,Groundwater,mAOD
7067,47.22,level,Groundwater,mBDAT
SD41_147,7.626,level,Groundwater,m
9404SE,77.012,level,Groundwater,mAOD
SJ28_34,,level,Groundwater,m
SJ56_129,25.722,level,Groundwater,m
SJ68_42,19.279,level,Groundwater,m
SU76_44,37.071,level,Groundwater,mAOD
SJ48_72,4.202,level,Groundwater,m
SJ55_008,75.166,level,Groundwater,m
7061,22.476,level,Groundwater,mBDAT
SU89_27,98.255,level,Groundwater,mAOD
SD44_35,1.302,level,Groundwater,m
SJ46_114,1.426,level,Groundwater,m
SJ47_63,4.254,level,Groundwater,m
SJ46_094,24.409,level,Groundwater,m
SD41_146,0.126,level,Groundwater,m
SJ89_257,1.172,level,Groundwater,m
1923,7.461,level,Groundwater,mBDAT
SU38_74A,121.661,level,Groundwater,mAOD
1926,20.237,level,Groundwater,mBDAT
690213,,level,Groundwater,m
7056,18.145,level,Groundwater,mBDAT
SD31_43,2.333,level,Groundwater,m
SD53_25,5.305,level,Groundwater,m
SJ55_042,,level,Groundwater,m
5006,8.794,level,Groundwater,mBDAT
SD31_45,1.603,level,Groundwater,m
SU97_114,25.168,level,Groundwater,mAOD
SU09_56A,92.201,level,Groundwater,mAOD
SJ56_46,-0.381,level,Groundwater,m
SJ44_088,5.407,level,Groundwater,m
SD54_18D,12.71,level,Groundwater,m
SJ87_90,11.652,level,Groundwater,m
5001,13.219,level,Groundwater,mBDAT
SJ37_001,,level,Groundwater,m
SJ36_084,0.989,level,Groundwater,m
5000,6.762,level,Groundwater,mBDAT
SU07_51,154.917,level,Groundwater,mAOD
SD41_24,,level,Groundwater,m
SJ55_043,2.077,level,Groundwater,m
5005,13.589,level,Groundwater,mBDAT
7059,12.152,level,Groundwater,mBDAT
5003,41.93,level,Groundwater,mBDAT
7020,,level,Groundwater,mBDAT
7058,22.816,level,Groundwater,mBDAT
SJ38_75,21.41,level,Groundwater,m
TQ05_12,,level,Groundwater,---
7022,,level,Groundwater,mBDAT
7070,3.149,level,Groundwater,mBDAT
SD43_19,,level,Groundwater,m
SU47_134,106.097,level,Groundwater,mAOD
SD41_32,,level,Groundwater,m
1914,4.057,level,Groundwater,mBDAT
SJ45_168,0.935,level,Groundwater,m
SE94CBULCC,11.56,level,Groundwater,mAOD
SU96_70,,level,Groundwater,mAOD
559,,level,Groundwater,mBDAT
SD41_30,-1.593,level,Groundwater,m
SJ46_24,5.087,level,Groundwater,m
SU74_40,0.0,level,Groundwater,mAOD
1910,3.101,level,Groundwater,mBDAT
SJ88_93,14.384,level,Groundwater,m
SJ38_89,26.155,level,Groundwater,m
5912,6.744,level,Groundwater,mBDAT
46841,1.844,level,Groundwater,mBDAT
SJ38_88,24.316,level,Groundwater,m
SJ44_058,14.127,level,Groundwater,m
SU47_135,107.403,level,Groundwater,mAOD
SJ47_031,23.546,level,Groundwater,m
SJ89_258,2.201,level,Groundwater,m
SU27_119,132.014,level,Groundwater,mAOD
SJ68_87,2.96,level,Groundwater,m
SJ39_134,21.254,level,Groundwater,m
E13170,,level,Groundwater,mAOD
6854,1.964,level,Groundwater,mBDAT
9403SE,76.588,level,Groundwater,mAOD
SJ59_184,,level,1,m
SU56_221,70.777,level,Groundwater,mAOD
SU37_59A,124.963,level,Groundwater,mAOD
SU37_59B,124.231,level,Groundwater,mAOD
SU48_73B,107.87,level,Groundwater,mAOD
SE46GOB0SS,16.09,level,Groundwater,mAOD
SU84_58,64.384,level,Groundwater,mAOD
SU19_70,,level,Groundwater,m
SP00_144,112.216,level,Groundwater,mAOD
SU06_40,152.078,level,Groundwater,mAOD
SU99_67,77.061,level,Groundwater,mAOD
9406SE,81.684,level,Groundwater,mAOD
9237SE_A,,level,Groundwater,mAOD
3678TH,9.569,level,Stage,mAOD
TA06MF00CC,25.34,level,Groundwater,mAOD
SE63RCA0SS,5.5,level,Groundwater,mAOD
TA04A000CC,2.25,level,Groundwater,mAOD
TA07RSNLCC,23.78,level,Groundwater,mAOD
SE98SLHLCO,,level,Groundwater,mAOD
SU38_85B,120.448,level,Groundwater,mAOD
SU38_85A,122.995,level,Groundwater,mAOD
SU48_73A,30.652,level,Groundwater,mAOD
SU47_138,108.082,level,Groundwater,mAOD
SE93WLP0CC,,level,Groundwater,mAOD
SU_98_98C,,level,Groundwater,mAOD
43170,136.666,level,Groundwater,mAOD
E4400,0.157,level,Stage,m
43182,,level,Groundwater,mAOD
TL01_176,107.41,level,Groundwater,mAOD
52230,,level,Stage,m
43176,36.292,level,Groundwater,mAOD
E6217,10.399,level,Groundwater,mAOD
44236,122.936,level,Groundwater,mAOD
L3241,,level,Stage,---
F3105,1.071,level,Stage,m
L3208,2.354,level,Stage,mAOD
L3207,,level,Stage,---
L3250,0.475,level,Stage,mAOD
F3120,0.186,level,Stage,m
L3246,-1.459,level,Downstream Stage,mAOD
9405SE,67.973,level,Groundwater,mAOD
E4810,,level,Stage,mAOD
E2604,8.181,level,Stage,mAOD
L3243,-1.805,level,Stage,mAOD
SJ45_161,,level,Groundwater,m
9402SE,51.631,level,Groundwater,mAOD
SJ97_140,8.471,level,Groundwater,m
SJ97_139,27.128,level,Groundwater,m
2611,0.993,level,Stage,mASD
3056TH,,level,Stage,---
44242,,level,Groundwater,mAOD
26109,37.17,level,Groundwater,mBDAT
4169TH,,level,Stage,mASD
E16141,182.256,level,Groundwater,mAOD
1722,26.786,level,Groundwater,mBDAT
26112,21.23,level,Groundwater,mBDAT
E24826,-0.343,level,Tidal Level,mAOD
AN-SFRB,,level,Tidal Level,mAOD
Not_Specified,,level,Stage,mAOD
AN-BOST,,level,Tidal Level,mAOD
H_obs.upstream,,level,Stage,mAOD
AN-BURG,,level,Tidal Level,mAOD
AN-KLYN_BACKUP,,level,Tidal Level,m
AN-COLN,,level,Tidal Level,mAOD
AN-FOSD,,level,Tidal Level,mAOD
AN-BOYG,,level,Tidal Level,mAOD
AN-YARM,,level,Tidal Level,mAOD
AN-COLN_BACKUP,,level,Stage,mAOD
AN-KLYN,,level,Stage,m
AN-CLAC,,level,Tidal Level,mAOD
AN-GOX,,level,Tidal Level,mAOD
AN-WLHS,,level,Tidal Level,mAOD
26104,6.71,level,Groundwater,mBDAT
26144,6.61,level,Groundwater,mBDAT
2226A,,level,Downstream Stage,mASD
2206A,,level,Downstream Stage,mASD
730520,0.084,level,Stage,m
SD53_75,,level,Groundwater,m
0,,level,4,m
43188,130.152,level,Groundwater,mAOD
44241,84.756,level,Groundwater,mAOD
7086,,level,Stage,mASD
E8282,,level,Downstream Stage,mAOD
E8280,,level,Stage,mAOD
6853,,level,Groundwater,mBDAT
692118,,level,Stage,m
022021,,level,Stage,---
SJ56_125,,level,Groundwater,m
2275,0.54,level,Stage,mASD
46152,0.951,level,Stage,m
50198,2.055,level,Tidal Level,mAOD
690115,0.67,level,Stage,m
690105,0.663,level,Stage,m
690185,0.284,level,Stage,m
690139,,level,Stage,m
694122,0.204,level,Stage,m
694075,0.463,level,Stage,m
E3403,30.284,level,Stage,m
E16120,2.379,level,,mASD
9237SE_B,,level,Groundwater,mAOD
E10898,21.359,level,Groundwater,mAOD
9237SE,91.338,level,Groundwater,mAOD
L3205,,level,Stage,---
L3320,,level,Stage,---
021039,0.585,level,Stage,m
L3331,0.726,level,Stage,mAOD
L3231,,level,Stage,---
L3112,-0.395,level,Stage,mAOD
F3102,3.122,level,2,mAOD
L32014_NE,0.078,level,Stage,m
NY00_293,0.578,level,Groundwater,m
E41434,,level,Stage,mAOD
E47901,,level,Tidal Level,mAOD
2935TH,0.741,level,Stage,mASD
1674TH,0.656,level,Stage,mASD
2613TH,1.973,level,Stage,mASD
1090_w3TH,,level,Stage,mASD
E21794,,level,Stage,mAOD
E47907,,level,Tidal Level,mAOD
44247,0.283,level,Stage,m
8207TH,,level,Stage,mASD
E41694,0.045,level,Tidal Level,mAOD
E23343,0.5,level,Tidal Level,mAOD
L2516,0.794,level,Downstream Stage,m
E71339,-3.2,level,Tidal Level,mAOD
E65501,1.407,level,Stage,mASD
44150,0.143,level,Stage,m
SJ59_83C,12.071,level,Groundwater,m
2254TH,0.556,level,Downstream Stage,mASD
9412SE,43.25,level,Groundwater,mAOD
9415SO,60.642,level,Groundwater,mAOD
040301001,31.18,level,Groundwater,mAOD
9416SO,61.671,level,Groundwater,mAOD
9114SE,45.644,level,Groundwater,mAOD
9408SE,38.272,level,Groundwater,mAOD
45180,1.345,level,Stage,m
700320,1.299,level,Stage,m
738345,0.219,level,Downstream Stage,m
713119_TEMP,,level,Stage,m
736420,0.118,level,Stage,m
738360,0.014,level,Stage,m
46165,0.898,level,Stage,m
45182,0.616,level,Stage,m
46164,0.852,level,Tidal Level,mAOD
46163,0.963,level,Tidal Level,m
E5500,2.824,level,Stage,mAOD
3101SE,0.742,level,Stage,mASD
46839,0.953,level,Stage,mASD
1113SO,0.583,level,Stage,mASD
E5485,1.137,level,Stage,mAOD
700401,-0.956,level,Stage,m
700399,-1.096,level,Stage,m
1488TH,,level,Stage,mASD
E10943,0.682,level,Stage,mAOD
E9510,-3.297,level,Stage,mASD
E10924,1.963,level,Stage,mAOD
E9500,3.713,level,Stage,mAOD
E9941,-1.098,level,Stage,mASD
E11100,13.524,level,Stage,mAOD
E7451,,level,Stage,mAOD
E11331,7.067,level,Stage,mAOD
E7850,4.638,level,Stage,mAOD
E11310,,level,Stage,mASD
E7280,1.511,level,Stage,mAOD
E11570,,level,Stage,mASD
E11340,9.165,level,Stage,mAOD
E14250,0.295,level,Stage,mASD
E12020,0.316,level,Stage,mASD
E14320,1.326,level,Stage,mAOD
E11733,,level,Stage,mASD
E11350,1.279,level,Stage,mASD
E12381,41.342,level,Stage,mAOD
E13880,78.174,level,Stage,mAOD
E15050,0.551,level,Stage,mAOD
E13533,0.525,level,Stage,mASD
E13463,16.965,level,Stage,mAOD
E13523,,level,Stage,mASD
E13840,0.26,level,Stage,mASD
E14680,,level,Stage,mASD
E10800,1.043,level,Stage,mAOD
E9890,1.634,level,Stage,mASD
E43779,-0.046,level,Stage,m
E5080,0.217,level,Stage,mASD
L1377,0.07,level,Stage,m
L2481,,level,Stage,m
L2471,7.601,level,Stage,mAOD
1285SO,0.123,level,Stage,mASD
2667,0.377,level,Stage,mASD
2512,,level,Stage,mASD
2644,1.34,level,Stage,mASD
2277,0.166,level,Stage,mASD
2273,0.268,level,Stage,mASD
2267,0.794,level,Stage,mASD
E23746,18.753,level,Stage,m
9608SE,,level,Stage,mAOD
E24828,44.726,level,2,mAOD
E4816,32.585,level,Stage,mAOD
4896,1.026,level,Stage,mASD
4105,0.239,level,Stage,mASD
4200,0.216,level,Stage,mASD
4101,0.315,level,Stage,mASD
4153,1.297,level,Stage,mASD
4166,1.05,level,Stage,mASD
4122,1.127,level,Stage,mASD
4165,0.354,level,Stage,mASD
4152,0.478,level,Stage,mASD
4535,0.4,level,Stage,mASD
4898,2.138,level,Stage,mASD
4863,0.387,level,Stage,mASD
4168,,level,Logged,mASD
4159,0.432,level,Stage,mASD
4703,1.04,level,Stage,mASD
4169,0.346,level,Stage,mASD
4182,0.349,level,Stage,mASD
4176,0.219,level,Stage,mASD
4843,0.78,level,Stage,mASD
4002,0.194,level,Stage,mASD
4125,0.281,level,Stage,mASD
E41984,74.086,level,Stage,mAOD
E41647,0.53,level,Stage,mASD
L0962,2.596,level,Stage,mAOD
