stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,dryvalue,dryvaluemax,dryvaluemin,wetvalue,wetvaluemax,wetvaluemin,qualifier,parameter
4381TH,Gosshill Road,51.403702,0.060218,2.296,-0.06,1.45,0.033,0.39442708333333365,0.399,0.389,0.513,0.513,0.513,['Stage'],['levelASD']
4382TH,Woodlands Road,51.405031,0.056251,2.451,0.789,2.4,1.039,1.1132291666666652,1.118,1.111,1.099,1.099,1.099,['Stage'],['levelASD']
4383TH,Lower Camden,51.411956,0.051097,1.592,0.663,2.21,0.833,0.9142500000000005,0.917,0.912,0.898,0.898,0.898,['Stage'],['levelASD']
4384TH,Oakbrook Close FD,51.428299,0.023993,,,,,0.03547916666666667,0.04,0.034,0.02,0.02,0.02,['Stage'],['levelASD']
4386TH,Chinbrook Park,51.431438,0.027081,0.754,0.009,0.96,0.035,0.05872916666666669,0.064,0.056,0.056,0.056,0.056,['Stage'],['levelASD']
4387TH,Eltham Palace Road FD,51.45198,0.032669,,,,,0.19642708333333345,0.198,0.196,0.184,0.184,0.184,['Stage'],['levelASD']
4389TH,Manor House Gardens,51.45563,0.00613,1.078,0.013,1.0,0.028,0.050947916666666676,0.052,0.05,0.06,0.06,0.06,['Stage'],['levelASD']
4391TH,Mottingham Lane FD,51.442857,0.029817,,,,,0.030687499999999982,0.037,0.027,0.042,0.042,0.042,['Stage'],['levelASD']
44107,Netherbury,50.789421,-2.750022,3.136,0.0,1.73,0.276,0.3237395833333337,0.326,0.319,0.329,0.329,0.329,['Stage'],['levelASD']
44113,Upwey Culvert,50.665978,-2.480781,1.025,0.0,0.26,0.0,0.006979166666666672,0.009,0.004,0.043,0.043,0.043,['Stage'],['levelASD']
44115,Charmouth,50.739791,-2.891657,3.759,0.003,1.13,0.047,0.3201875000000001,0.327,0.312,0.288,0.288,0.288,['Stage'],['levelASD']
4427,Sandiacre,52.921584,-1.283492,2.24,0.01,1.3,0.13,0.15806250000000002,0.166,0.15,0.193,0.193,0.193,['Stage'],['levelASD']
4435,Lenton,52.948176,-1.183337,1.616,0.016,1.0,0.08,0.09926595744680858,0.101,0.097,0.196,0.196,0.196,['Stage'],['levelASD']
45213,East Budleigh Brookfield Road,50.652217,-3.320001,1.461,0.37,1.45,0.496,0.6208854166666663,0.623,0.618,0.649,0.649,0.649,['Stage'],['levelASD']
45215,Honiton,50.796646,-3.183491,2.256,0.042,0.75,0.062,0.24368750000000006,0.33,0.165,0.175,0.175,0.175,['Stage'],['levelASD']
4535,Uttoxeter Park,52.897211,-1.882427,1.482,0.249,0.6900000000000001,0.257,0.2607916666666669,0.262,0.259,0.279,0.279,0.279,['Stage'],['levelASD']
4610,Trowell,52.944125,-1.27239,1.303,0.302,1.0,0.305,0.32300000000000034,0.323,0.323,0.348,0.348,0.348,['Stage'],['levelASD']
46109,Dakyn Road LVL,52.637658,-1.059015,,,,,0.01371875,0.017,0.011,0.023,0.023,0.023,['Stage'],['levelASD']
46115,Ashburton Lower,50.5162,-3.757538,1.543,0.018,0.95,0.117,0.20964583333333328,0.223,0.204,0.209,0.209,0.209,['Stage'],['levelASD']
46116,Ashburton Upper,50.521452,-3.756985,1.133,0.0,0.8300000000000001,0.023,0.3409374999999999,0.348,0.333,0.327,0.327,0.327,['Stage'],['levelASD']
46120,Palmers Dam,50.390648,-3.72194,5.276,0.51,1.25,0.654,0.5741562500000001,0.586,0.564,0.451,0.451,0.451,['Stage'],['levelASD']
4615TH,"Luton, Toddington Road",51.908463,-0.46427,,,,,-0.017656249999999984,-0.013,-0.023,0.001,0.001,0.001,['Height'],['levelASD']
4625TH,"Luton, Stockingstone Road",51.896722,-0.419615,1.285,-0.043,2.5,0.013,0.10727083333333333,0.109,0.106,0.169,0.169,0.169,['Stage'],['levelASD']
4641TH,Luton East Hyde,51.851486,-0.376103,1.978,1.055,1.6,1.072,1.0808437500000017,1.082,1.08,1.16,1.16,1.16,['Stage'],['levelASD']
4650TH,Harpenden,51.830547,-0.347917,1.633,-0.083,1.3,0.6980000000000001,0.8113125000000001,0.841,0.766,0.826,0.826,0.826,['Stage'],['levelASD']
46839,Newtown Linford,52.683384,-1.230147,2.482,0.934,1.4,0.95,0.80875,0.815,0.802,0.863,0.863,0.863,['Stage'],['levelASD']
4690TH,Waterhall,51.773132,-0.117522,1.155,0.045,0.6000000000000001,0.12,0.18570833333333334,0.195,0.177,0.246,0.246,0.246,['Stage'],['levelASD']
4703,Broadeye Bridge,52.807006,-2.123061,2.536,0.28,2.0,0.337,0.4251041666666664,0.433,0.418,0.441,0.441,0.441,['Stage'],['levelASD']
4710,Field Mill,53.137597,-1.198884,1.661,0.5720000000000001,1.4,0.602,0.6134270833333332,0.62,0.602,0.694,0.694,0.694,['Stage'],['levelASD']
4729,Scalford Dam,52.777175,-0.87826,,,,,0.4228541666666665,0.427,0.42,0.421,0.421,0.421,['Stage'],['levelASD']
4730TH,Whitwell,51.876889,-0.28128,0.282,-0.114,0.5,0.021,0.07378125000000002,0.074,0.073,0.118,0.118,0.118,['Stage'],['levelASD']
4741,Pillings GATE,52.758038,-1.162817,,,,,1.070447916666666,1.094,1.037,1.046,1.046,1.046,['Stage'],['levelASD']
4761,Spinney Hill Park LVL,52.635449,-1.104604,,,,,0.038499999999999986,0.039,0.038,0.069,0.069,0.069,['Stage'],['levelASD']
4770TH,Fulling Mill,51.837638,-0.221289,0.548,-0.457,0.66,-0.136,0.09714583333333336,0.101,0.096,0.181,0.181,0.181,['Stage'],['levelASD']
4790TH,Panshanger,51.803418,-0.141267,1.284,0.224,1.07,0.312,0.44271875000000044,0.446,0.439,0.563,0.563,0.563,['Stage'],['levelASD']
4815,"Liverpool Road, Stoke-On-Trent",53.007835,-2.185525,2.357,0.0,1.0,0.03,0.037739583333333326,0.041,0.033,0.278,0.278,0.278,['Stage'],['levelASD']
4815TH,Walkern,51.919973,-0.123165,1.494,-0.083,1.225,-0.07,0.12612499999999988,0.127,0.125,0.165,0.165,0.165,['Stage'],['levelASD']
4821,Ogston Comp LVL,53.134236,-1.430342,,,,,0.10126041666666681,0.103,0.101,,,,[],[]
4827TH,Bragbury Park,51.874477,-0.149495,1.009,0.033,0.8,0.053,0.06089583333333321,0.062,0.06,0.068,0.068,0.068,['Stage'],['levelASD']
4832TH,Watton at Stone,51.861312,-0.11775,1.554,0.208,1.3,0.28,0.36001041666666705,0.361,0.359,0.432,0.432,0.432,['Stage'],['levelASD']
4843,Hanford Bridge,52.981564,-2.19971,2.325,0.248,1.91,0.335,0.47804166666666625,0.484,0.47,0.65,0.65,0.65,['Stage'],['levelASD']
4863,Cresswell,52.948907,-2.036414,1.86,0.113,0.92,0.357,0.18394791666666652,0.189,0.178,0.239,0.239,0.239,['Stage'],['levelASD']
4868TH,Dane End,51.875292,-0.062702,1.772,0.547,1.4,0.6920000000000001,0.7127291666666674,0.716,0.71,0.704,0.704,0.704,['Stage'],['levelASD']
4878,Brookvale Road,52.515925,-1.880351,3.652,0.222,2.0,0.324,0.5904583333333334,0.628,0.566,0.596,0.596,0.596,['Stage'],['levelASD']
4883,Belper LVL,53.029381,-1.486357,,,,,2.0387916666666666,2.042,2.037,2.037,2.037,2.037,['Stage'],['levelASD']
4890TH,"Hertford, Hartham Park",51.801234,-0.079759,1.537,0.098,0.8,0.127,0.192645833333333,0.193,0.191,0.219,0.219,0.219,['Stage'],['levelASD']
4895,Wallgrange,53.079153,-2.052945,2.279,0.037,1.88,0.068,0.12229166666666667,0.129,0.112,0.17,0.17,0.17,['Stage'],['levelASD']
4896,Swans Barn,52.507787,-1.704544,2.83,0.718,1.9,0.75,0.8785416666666667,0.885,0.871,0.92,0.92,0.92,['Stage'],['levelASD']
4898,Hatton,52.861553,-1.678994,3.773,0.289,2.48,0.387,0.5171875,0.538,0.5,0.543,0.543,0.543,['Stage'],['levelASD']
4912TH,Buntingford,51.946826,-0.016987,1.584,0.053,1.92,0.061,0.059999999999999915,0.06,0.06,0.083,0.083,0.083,['Stage'],['levelASD']
4939TH,Braughing,51.904243,0.020897,1.654,0.027,1.1,0.062,0.09675000000000004,0.097,0.096,0.137,0.137,0.137,['Stage'],['levelASD']
4980TH,Wadesmill,51.839044,-0.027533,1.986,0.053,2.0,0.128,0.2295416666666665,0.232,0.229,0.272,0.272,0.272,['Stage'],['levelASD']
50126,Coney Gut,51.073179,-4.041276,2.967,0.304,0.8150000000000001,0.474,0.43521874999999977,0.447,0.425,0.323,0.323,0.323,['Stage'],['levelASD']
50137,Portmarsh Lane,51.074943,-4.050919,2.95,0.0,0.5,0.064,0.17556250000000004,0.179,0.173,0.163,0.163,0.163,['Stage'],['levelASD']
50139,Swimbridge,51.053143,-3.969407,1.178,0.0,0.59,0.049,0.1645729166666667,0.175,0.157,0.069,0.069,0.069,['Stage'],['levelASD']
5016TH,Furneux Pelham,51.930418,0.086394,1.6920000000000002,0.104,1.43,0.13,0.28254166666666686,0.295,0.274,0.286,0.286,0.286,['Stage'],['levelASD']
5039TH,Little Hadham,51.884165,0.09127,1.973,-0.171,0.8200000000000001,-0.097,0.049000000000000016,0.049,0.049,0.051,0.051,0.051,['Stage'],['levelASD']
5080TH,Mardock,51.814817,0.020302,1.61,0.059,0.8,0.095,0.15275000000000014,0.155,0.151,0.165,0.165,0.165,['Stage'],['levelASD']
51111,Williton,51.159618,-3.320133,1.618,0.0,0.5,0.024,0.09244791666666669,0.096,0.088,0.059,0.059,0.059,['Stage'],['levelASD']
5112TH,Clavering,51.965459,0.146003,2.333,-0.27,1.3,0.027,0.22992708333333345,0.232,0.227,0.398,0.398,0.398,['Stage'],['levelASD']
5129TH,"Stansted Mountfitchet, Gypsy Lane",51.89464,0.186331,0.874,-0.19,0.7000000000000001,0.058,0.08372916666666669,0.085,0.081,0.083,0.083,0.083,['Stage'],['levelASD']
5141TH,"Bishops Stortford, Grange Paddocks",51.878177,0.160906,1.8,-0.002,1.15,0.059,0.2377083333333335,0.239,0.235,0.255,0.255,0.255,['Stage'],['levelASD']
5151TH,Sawbridgeworth,51.812151,0.158674,1.979,0.806,1.633,0.939,1.1188958333333339,1.137,1.105,1.15,1.15,1.15,['Stage'],['levelASD']
5169TH,Sheering Hall,51.792981,0.16688,1.711,0.002,1.47,0.076,0.20709375000000016,0.219,0.195,0.14,0.14,0.14,['Stage'],['levelASD']
5171TH,Harlow Mill,51.795404,0.134177,2.948,0.784,2.015,-0.014,1.0374687500000002,1.058,1.014,0.97,0.97,0.97,['Stage'],['levelASD']
5172TH,Pishiobury Brook,51.795404,0.134177,2.87,0.84,2.078,0.016,1.0311250000000005,1.042,1.021,0.983,0.983,0.983,['Stage'],['levelASD']
5189TH,"Harlow, Elizabeth Way",51.773908,0.073644,2.145,0.036,1.9,0.053,0.0704375,0.076,0.068,0.062,0.062,0.062,['Stage'],['levelASD']
5190TH,"Roydon, Glen Faba",51.764828,0.015113,1.859,0.611,1.81,1.337,1.3919583333333332,1.402,1.381,1.398,1.398,1.398,['Stage'],['levelASD']
52118,Currymoor Pumping Station,51.054966,-2.936065,5.099,1.33,4.297,1.713,2.182427083333333,2.712,1.761,1.671,1.671,1.671,['Stage'],['levelASD']
52119,Gaw Bridge,50.976043,-2.793549,3.843,0.16,2.8,0.231,0.36589583333333336,0.386,0.354,0.379,0.379,0.379,['Stage'],['levelASD']
52120,Huish Episcopi Pumping Station,51.031669,-2.798991,4.92,0.8,3.476,1.437,1.9631770833333333,2.108,1.909,1.776,1.776,1.776,['Stage'],['levelASD']
52121,Sherborne Lake,50.947873,-2.503101,0.388,0.0,0.2,0.02,0.13309375,0.136,0.13,0.121,0.121,0.121,['Stage'],['levelASD']
52126,Westover Pumping Station,51.034896,-2.833902,3.834,0.18,2.26,0.5640000000000001,1.0438854166666662,1.088,0.955,0.984,0.984,0.984,['Stage'],['levelASD']
52127,Currymoor Pumping Station,51.054966,-2.936065,5.183,0.0,3.2,0.62,1.1708125000000003,1.173,1.168,1.123,1.123,1.123,['Stage'],['levelASD']
52152,Huish Episcopi Pumping Station,51.031606,-2.799018,3.876,0.809,2.057,0.94,1.2686250000000003,1.299,1.162,1.213,1.213,1.213,['Stage'],['levelASD']
52153,Midelney,51.008129,-2.832096,3.93,0.312,3.019,0.917,1.5573020833333338,1.618,1.537,-0.788,-0.788,-0.788,['Stage'],['levelASD']
52154,Midelney,51.008129,-2.832096,4.038,0.422,1.463,0.67,0.9526874999999997,0.993,0.861,0.981,0.981,0.981,['Stage'],['levelASD']
52208,Bruton Dam,51.116056,-2.430837,10.7,0.006,3.714,0.239,0.387947916666667,0.399,0.375,0.339,0.339,0.339,['Stage'],['levelASD']
52211,Bruton Surgery,51.112337,-2.451073,2.692,0.2,0.673,0.19,0.2589375,0.264,0.251,0.222,0.222,0.222,['Stage'],['levelASD']
5280TH,"Hoddesdon, Rye Bridge",51.770008,0.006126,3.222,2.713,3.4,2.81,2.804916666666667,2.81,2.797,2.792,2.792,2.792,['Stage'],['levelASD']
5290TH,RIVER LEE AT FEILDES WEIR (GAUGED),51.76417,0.01362,,,,,0.046687499999999965,0.056,0.036,0.058,0.058,0.058,['Stage'],['levelASD']
5302TH,RYE MEADS EFFLUENT AT RYE MEADS,51.769116,0.016232,,,,,0.32163541666666673,0.384,0.24,0.328,0.328,0.328,['Stage'],['levelASD']
5308TH,"Cheshunt, Rosedale Way",51.713361,-0.060582,1.57,0.734,2.4,0.767,0.8206041666666661,0.823,0.819,0.824,0.824,0.824,['Stage'],['levelASD']
531115,Eastville,51.470324,-2.566101,8.494,0.005,8.7,7.482,7.577729166666676,7.582,7.575,7.547,7.547,7.547,['Stage'],['levelASD']
531160,"Keynsham, Rivermead",51.419019,-2.487954,,,,,4.776364583333331,4.798,4.762,,,,[],[]
531187,Hancocks Water Reservoir,51.535097,-1.885111,,,,,4.273947916666672,4.276,4.271,4.299,4.299,4.299,['1'],['levelASD']
53126,Saltford,51.399488,-2.447727,2.306,0.41,1.409,0.455,0.6402395833333334,0.667,0.623,0.624,0.624,0.624,['Stage'],['levelASD']
53133,Netham Weir,51.451028,-2.55481,3.22,0.0,2.91,0.151,0.2813750000000001,0.937,0.193,0.203,0.203,0.203,['Stage'],['levelASD']
5313TH,Lower Nazeing,51.735268,0.019953,2.709,-0.39,2.0,0.099,1.0670624999999994,1.072,1.063,1.003,1.003,1.003,['Stage'],['levelASD']
53147,Tubbs Bottom,51.543699,-2.464859,5.89,-1.61,0.591,0.141,0.2893333333333334,0.294,0.285,0.299,0.299,0.299,['Stage'],['levelASD']
53184,Ashton Vale,51.439017,-2.62578,3.603,0.8300000000000001,1.16,0.914,0.9671666666666655,0.998,0.923,0.905,0.905,0.905,['Stage'],['levelASD']
5318TH,"Cheshunt, Windmill Lane",51.703222,-0.022505,1.971,0.345,2.1,0.366,0.5630416666666663,0.6,0.549,0.561,0.561,0.561,['Stage'],['levelASD']
5322TH,"Cheshunt, Trinity Lane",51.691657,-0.027263,1.16,0.366,1.1,0.381,0.42507291666666625,0.426,0.424,0.412,0.412,0.412,['Stage'],['levelASD']
5327TH,Waltham Abbey,51.691132,0.015788,1.484,-0.006,2.714,0.033,0.09469791666666678,0.099,0.091,0.057,0.057,0.057,['Stage'],['levelASD']
5329TH,"Waltham Abbey, Sewardstone Road",51.681471,0.004958,2.52,-0.095,1.21,0.066,0.18524999999999994,0.192,0.18,0.131,0.131,0.131,['Stage'],['levelASD']
5339TH,"Enfield, Ordance Road",51.671889,-0.019618,1.198,0.024,1.4,0.108,0.1601562499999999,0.195,0.145,0.143,0.143,0.143,['Stage'],['levelASD']
5349TH,"Enfield, Albany Park",51.668821,-0.035081,1.394,0.021,1.1,0.05,0.09890625000000003,0.103,0.095,0.103,0.103,0.103,['Stage'],['levelASD']
5355TH,"Enfield, The Chine",51.643461,-0.095003,2.418,0.922,2.2,0.958,0.8885104166666666,0.892,0.885,0.99,0.99,0.99,['Stage'],['levelASD']
5357TH,Edmonton Green,51.626104,-0.060318,1.19,0.052,0.8,0.071,0.09334374999999989,0.096,0.091,0.087,0.087,0.087,['Stage'],['levelASD']
5362TH,New Barnet,51.650298,-0.164059,0.984,-0.002,1.1,0.041,0.14612500000000017,0.147,0.145,0.16,0.16,0.16,['Stage'],['levelASD']
5364TH,Arnos Park,51.616543,-0.126609,3.052,2.496,3.0,2.511,2.5250520833333367,2.527,2.523,2.66,2.66,2.66,['Stage'],['levelASD']
5369TH,"Edmonton, Silver Street",51.615727,-0.065253,1.452,0.0,1.7000000000000002,0.042,0.054510416666666665,0.062,0.053,0.057,0.057,0.057,['Stage'],['levelASD']
5376TH,Chingford,51.619051,0.008836,1.477,0.142,1.2,0.151,0.22074999999999992,0.238,0.207,0.206,0.206,0.206,['Stage'],['levelASD']
5378TH,Walthamstow,51.603395,-0.012274,4.759,0.598,2.604,0.995,1.0501666666666676,1.055,1.045,1.014,1.014,1.014,['Stage'],['levelASD']
5380TH,"Walthamstow, Low Hall",51.574894,-0.043637,2.199,-0.192,1.35,0.014,0.1715416666666667,0.186,0.144,0.082,0.082,0.082,['Stage'],['levelASD']
5390TH,Lea Bridge,51.567832,-0.051025,6.484,5.065,6.1,5.7780000000000005,5.802614583333334,5.812,5.795,5.802,5.802,5.802,['Stage'],['levelASD']
5420TH,High Ongar,51.713888,0.259177,2.184,0.01,1.45,0.047,0.20767708333333346,0.212,0.201,0.126,0.126,0.126,['Stage'],['levelASD']
5425TH,Moreton,51.739256,0.219552,4.059,-0.361,2.0,0.055,0.1897291666666667,0.199,0.181,0.101,0.101,0.101,['Stage'],['levelASD']
5427TH,Chipping Ongar,51.709101,0.239586,2.415,-0.006,1.3,0.083,0.20285416666666645,0.215,0.195,0.121,0.121,0.121,['Stage'],['levelASD']
5442TH,Shonks Mill Bridge,51.661693,0.209122,2.385,0.148,2.0,0.271,0.5061354166666666,0.538,0.48,0.391,0.391,0.391,['Stage'],['levelASD']
5459TH,Abridge,51.65178,0.119024,2.603,0.799,2.1,0.8200000000000001,1.4344375000000011,1.514,1.36,0.893,0.893,0.893,['Stage'],['levelASD']
5470TH,Loughton,51.640481,0.081584,1.862,0.008,1.3,0.029,0.32982291666666674,0.393,0.277,0.069,0.069,0.069,['Stage'],['levelASD']
5480TH,Redbridge,51.576239,0.040575,2.3,0.07,1.44,0.123,0.4019479166666666,0.437,0.37,0.214,0.214,0.214,['Stage'],['levelASD']
5484TH,Loxford Sluices FD,51.52639,0.091773,,,,,2.9462395833333335,3.881,2.802,2.719,2.719,2.719,['Stage'],['levelASD']
5496TH,Horseshoe Corner Tidal Sluice FD,51.519084,0.132433,,,,,-1.2427500000000002,-0.876,-1.744,-0.875,-0.875,-0.875,['Stage'],['levelASD']
5518TH,Collier Row,51.597866,0.154258,1.346,0.258,1.502,0.266,0.39467708333333346,0.398,0.39,0.351,0.351,0.351,['Stage'],['levelASD']
5522TH,Romford,51.583879,0.172001,1.152,0.277,0.7000000000000001,0.293,0.37868750000000034,0.381,0.377,0.401,0.401,0.401,['Stage'],['levelASD']
5541TH,Hornchurch_Bretons Farm,51.546517,0.183966,1.163,0.029,3.09,0.084,0.13145833333333337,0.136,0.126,0.11,0.11,0.11,['Stage'],['levelASD']
5544TH,Beam Auto Sluice FD,51.528524,0.165429,,,,,-0.706,-0.553,-0.854,-0.701,-0.701,-0.701,['Stage'],['levelASD']
5546TH,Harold Park,51.599864,0.249585,2.757,-0.368,2.2,-0.235,1.0059166666666666,1.059,0.955,0.913,0.913,0.913,['Stage'],['levelASD']
5550TH,Gaynes Park,51.553141,0.236647,1.751,0.046,1.15,0.095,0.1330416666666666,0.145,0.117,0.119,0.119,0.119,['Stage'],['levelASD']
5563TH,Havering Tidal Sluice FD,51.510944,0.165849,,,,,0.23772222222222197,3.866,-1.684,-0.612,-0.612,-0.612,['Stage'],['levelASD']
6303,High Bridge LVL,52.423104,-1.431916,,,,,0.23086458333333357,0.232,0.23,0.227,0.227,0.227,['Stage'],['levelASD']
720535,Catterall,53.866048,-2.811986,9.969,4.603,8.8,6.0,-0.6119999999999995,0.538,-1.79,-1.934,-1.934,-1.934,['Stage'],['levelASD']
720763,Fleetwood,53.926518,-3.00474,6.26,,,,1.8857395833333321,4.813,0.876,0.807,0.807,0.807,['Stage'],['levelASD']
E10018,PALLINGHAM GS,50.996436,-0.510104,,,,,0.33586458333333336,0.346,0.314,0.262,0.262,0.262,['Stage'],['levelASD']
E1013,Brigsley,53.496174,-0.11262,1.245,0.0,0.61,0.066,0.09065625000000006,0.093,0.087,0.154,0.154,0.154,['Stage'],['levelASD']
E10170,Cowbridge,53.007414,-0.020733,1.903,0.0,1.62,0.309,0.9202708333333337,0.934,0.9,0.903,0.903,0.903,['Stage'],['levelASD']
E10368,Princes Marsh,51.037463,-0.89988,1.955,0.44,0.9,0.08,0.1133541666666668,0.115,0.111,0.088,0.088,0.088,['Stage'],['levelASD']
E10380,Lodsbridge,50.983264,-0.669759,4.594,0.0,1.842,0.466,0.6800416666666664,0.709,0.665,0.567,0.567,0.567,['Stage'],['levelASD']
E10389,Iping Mill,50.999232,-0.786847,3.107,0.173,1.1,0.28,0.37024999999999997,0.372,0.369,0.346,0.346,0.346,['Stage'],['levelASD']
E10440,Halfway Bridge,50.992202,-0.674476,2.9290000000000003,-0.065,1.5,0.024,0.07953124999999996,0.085,0.075,0.061,0.061,0.061,['Stage'],['levelASD']
E10824,Westbourne,50.861097,-0.928616,1.037,0.0,0.8,0.058,0.24828125000000004,0.249,0.247,0.446,0.446,0.446,['Stage'],['levelASD']
E10893,Graylingwell,50.851113,-0.764553,0.922,0.0,0.613,0.001,0.05547916666666669,0.058,0.052,0.19,0.19,0.19,['Stage'],['levelASD']
E11090,Bosham Moreton Road,50.831317,-0.857887,5.001,3.99,4.75,4.02,0.25321875,0.256,0.25,0.32,0.32,0.32,['Stage'],['levelASD']
E1110,Edenbridge,51.194078,0.065165,4.235,0.0,2.63,0.251,0.7040000000000001,0.704,0.704,1.033,1.033,1.033,['Stage'],['levelASD']
E11301,North Fareham weir,50.863667,-1.166426,2.215,0.012,1.39,0.076,0.1792083333333336,0.183,0.174,0.154,0.154,0.154,['Stage'],['levelASD']
E11321,Crosslands Drive,50.860206,-0.976619,1.43,0.01,1.43,0.03,0.049885416666666633,0.05,0.049,0.05,0.05,0.05,['Stage'],['levelASD']
E11350,Browndown,50.791953,-1.170468,1.72,0.124,1.6,0.13,0.5323854166666667,0.727,0.404,1.077,1.077,1.077,['Stage'],['levelASD']
E1140,Penshurst,51.172608,0.173074,2.978,0.002,2.07,0.085,0.3215520833333334,0.335,0.309,0.304,0.304,0.304,['Stage'],['levelASD']
E1141,PENSHURST GS,51.172777,0.173655,,,,,0.3215520833333334,0.335,0.309,0.304,0.304,0.304,['Stage'],['levelASD']
E1147,Goulceby,53.296901,-0.131922,1.185,0.0,0.35,0.019,0.047656250000000046,0.05,0.046,0.072,0.072,0.072,['Stage'],['levelASD']
E1162,Lingfield Eden Brook,51.171954,-0.007351,2.904,0.0,1.494,0.069,0.9266354166666675,0.933,0.919,0.896,0.896,0.896,['Stage'],['levelASD']
E1163,Heighington Beck,53.212345,-0.44111,0.74,0.0,0.19,0.02,0.0551250000000001,0.057,0.054,0.035,0.035,0.035,['Stage'],['levelASD']
E11690,Mislingford,50.923515,-1.162981,0.88,0.05,0.65,0.08,0.2991354166666661,0.3,0.298,0.316,0.316,0.316,['Stage'],['levelASD']
E11723,East Meon,50.99496,-1.033579,0.718,0.102,0.648,0.104,0.13164583333333343,0.133,0.13,0.09,0.09,0.09,['Stage'],['levelASD']
E1187,Kirkby On Bain,53.144196,-0.140051,2.073,-1.15,1.1,0.003,0.1274479166666667,0.151,0.1,0.074,0.074,0.074,['Stage'],['levelASD']
E1191,Kirkstead Bridge,53.143044,-0.241774,3.07,0.0,2.9,0.163,0.6509999999999999,0.71,0.607,0.68,0.68,0.68,['Stage'],['levelASD']
E12020,Frogmill,50.931347,-1.257371,1.631,0.01,0.92,0.03,0.1443510638297872,0.15,0.141,0.167,0.167,0.167,['Stage'],['levelASD']
E1203,Langrick Bridge,53.009861,-0.11602,3.357,0.0,1.439,0.517,1.1058229166666667,1.186,1.06,1.195,1.195,1.195,['Stage'],['levelASD']
E12401,Stoneham Lane,50.953881,-1.370394,1.006,0.017,0.75,0.059,0.10624999999999997,0.109,0.103,0.101,0.101,0.101,['Stage'],['levelASD']
E12412,Riverside Park,50.935796,-1.368504,2.194,0.73,2.05,1.4,1.5491875000000002,1.673,1.476,1.642,1.642,1.642,['Stage'],['levelASD']
E12430,Allbrook weir,50.987637,-1.34415,0.659,0.065,0.529,0.164,0.3634166666666667,0.365,0.362,0.339,0.339,0.339,['Stage'],['levelASD']
E12442,Highbridge weir,50.990287,-1.335564,0.993,0.0,0.75,0.259,0.394895833333333,0.398,0.392,0.456,0.456,0.456,['Stage'],['levelASD']
E12450,City Mill,51.061255,-1.307865,1.275,-0.302,0.78,0.389,0.44234375000000004,0.457,0.436,0.573,0.573,0.573,['Stage'],['levelASD']
E12470,Wharf Mill,51.0582,-1.308338,1.148,0.002,0.81,0.319,0.3697604166666666,0.371,0.368,0.396,0.396,0.396,['Stage'],['levelASD']
E12483,Bishopstoke,50.969991,-1.33715,1.728,0.0,1.7000000000000002,0.45,0.6902916666666669,0.693,0.687,0.756,0.756,0.756,['Stage'],['levelASD']
E12520,Chandler's Ford,50.983422,-1.382474,1.118,0.0,1.04,0.028,0.09504166666666668,0.1,0.086,0.125,0.125,0.125,['Stage'],['levelASD']
E1253,Tallington,52.656869,-0.382584,1.76,0.0,1.367,0.137,0.4554895833333333,0.475,0.439,0.518,0.518,0.518,['Stage'],['levelASD']
E12551,Borough Bridge weir,51.087739,-1.189248,0.716,0.083,0.5,0.126,0.1823541666666667,0.183,0.181,0.224,0.224,0.224,['Stage'],['levelASD']
E12781,Sewards Bridge,51.086429,-1.181847,0.765,0.087,0.6000000000000001,0.125,0.2017395833333336,0.202,0.201,0.219,0.219,0.219,['Stage'],['levelASD']
E12791,Drove Lane 1.5,51.089282,-1.180897,0.71,0.13,0.65,0.2,0.3280833333333332,0.332,0.324,0.362,0.362,0.362,['Stage'],['levelASD']
E12801,Drove Lane,51.090021,-1.181212,0.732,0.13,0.55,0.173,0.3238020833333337,0.325,0.323,0.374,0.374,0.374,['Stage'],['levelASD']
E12810,West Meon,51.01114,-1.07498,0.927,0.001,0.512,0.05,0.13441666666666682,0.135,0.134,0.091,0.091,0.091,['Stage'],['levelASD']
E1299,North Witham,52.784469,-0.626388,1.81,0.0,0.84,0.079,0.21057291666666697,0.215,0.207,0.239,0.239,0.239,['Stage'],['levelASD']
E1310,Weldon Flood Storage Reservoir,52.493886,-0.649292,,,,,0.08171875,0.139,0.001,,,,[],[]
E13271,Romsey Botley Road,50.989153,-1.48518,1.319,0.01,0.76,0.065,0.34716666666666685,0.349,0.344,0.333,0.333,0.333,['Stage'],['levelASD']
E13281,Millbrook,50.919652,-1.447963,0.7030000000000001,0.0,0.5,0.026,0.04411458333333332,0.053,0.036,-0.005,-0.005,-0.005,['Stage'],['levelASD']
E13291,Ower,50.955026,-1.534134,3.26,0.02,2.07,0.04,0.10346875000000022,0.108,0.099,0.124,0.124,0.124,['Stage'],['levelASD']
E13301,Bossington,51.080218,-1.523543,0.8300000000000001,0.05,0.63,0.1,0.15900000000000025,0.159,0.159,0.247,0.247,0.247,['Stage'],['levelASD']
E13363,Longbridge,50.957997,-1.495975,1.77,0.81,1.55,0.9,1.0707395833333324,1.074,1.064,1.092,1.092,1.092,['Stage'],['levelASD']
E13404,Conagar Bridge,50.941207,-1.495758,1.07,0.38,0.882,0.015,0.46587500000000026,0.474,0.461,0.569,0.569,0.569,['Stage'],['levelASD']
